						Bisphenol	Pergfast	Bisphenol	Bisphenol	Bisphenol	Bisphenol	Bisphenol	Triazine	Triazine	Triazine	Triazine	Triazine	Bisphenol	Triazine	Triazine	Triazine	Triazine	Triazine	Triazine	Triazine	Triazine	Triazine	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	SVOC	Antioxidant	Antioxidant	Antioxidant	PCB	PCB	PCB	PCB	PCB	PCB	PCB	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	PBDE	CP	CP	CP	nBFR	nBFR	nBFR	nBFR	nBFR	nBFR	nBFR	nBFR	nBFR	nBFR	nBFR	nBFR	nBFR	nBFR	nBFR	nBFR	nBFR	Dechlorane	Dechlorane	Dechlorane	Dechlorane	Dechlorane	Dechlorane	Dechlorane	Metal	Metal	Metal	Metal	Metal	Metal	Metal	Metal	Metal	Metal	Metal	Metal	Metal	OPFR	OPFR	OPFR	OPFR	OPFR	OPFR	OPFR	OPFR	OPFR	OPFR	OPFR	OPFR	OPFR	OPFR	OPFR	OPFR	OPFR	OPFR_metabolite	OPFR_metabolite	OPFR_metabolite	OPFR_metabolite	OPFR_metabolite	OPFR_metabolite	OPFR_metabolite	NIVA_1	NIVA_3	NIVA_3	NIVA_3	NIVA_3	NIVA_3	NIVA_3	NIVA_3	NIVA_3	NIVA_3	NIVA_3	NIVA_3	NIVA_3	NIVA_3	NIVA_vM_Anion	NIVA_vM_Anion	NIVA_vM_Anion	NIVA_vM_Anion	NIVA_vM_Anion	NIVA_vM_Anion	NIVA_vM_Anion	NIVA_vM_Cation	NIVA_vM_Cation	NIVA_vM_Cation	NIVA_vM_Cation	NIVA_TBT	NIVA_GPC	NIVA_1	NIVA_1	NIVA_2	NIVA_1	NIVA_1	NIVA_1	NIVA_1	NIVA_1	NIVA_1	NIVA_1	NIVA_1	NIVA_1	NIVA_1	NIVA_1	NIVA_2	NIVA_2	NIVA_2	NIVA_2	NIVA_2	NIVA_2	NIVA_2	NIVA_2	NIVA_2	NIVA_2	NIVA_2	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	QNH4	UV	UV	UV	UV	UV	UV	UV	UV	PFCA	PFCA	PFCA	PFCA	PFCA	PFCA	PFCA	PFCA	PFCA	PFCA	PFCA	PFCA	PFCA	PFSA	PFSA	PFSA	PFSA	PFSA	PFSA	PFSA	PFSA	PFSA	PFSA	PFSA	PFSA	nPFAS	nPFAS	nPFAS	nPFAS	nPFAS	nPFAS	nPFAS	nPFAS	nPFAS	PFAS_new	PFAS_new	PFAS_new	PFAS_new	PFAS_new	PFAS_new	PFAS_new	PFAS_new	TOF	
Muscle	H†kjerring			ng/g	mg/kg			<3																				< 1000	< 3	< 50	< 25	< 3	< 50	< 10	< 25	< 10	< 50	< 5	< 5	< 250	< 250	< 100	< 1	< 5	< 5	< 50	< 25	< 1	< 0.1	< 0.2	< 250	< 0.5	< 1	< 0.5		<25	<3	<9	3.37	30.6	41.3	44.2	76.8	109	27.2	<0.015	0.16	3.49	0.21	0.068	<0.014	<0.010	<0.033	0.37	0.73	0.055	0.044	0.073	0.13	0.51	<0.081	0.13	0.0935	0.23	0.85	0.345	0.67	0.21	0.55	<1.67	<17.5	20.2	<6.7	<0.079	<1.05	<0.66	<0.32	<0.092	<0.11	<0.098	<0.13	<0.16	<0.077	<0.11	<0.18	<1.84	<3.68	0.714	54.3	n.a.	<0.41	<0.065	0.15	<0.046	<0.74	<0.11	<0.20	84.3	2170	50.6	184	2220	43600	269	5.7	35.7	<11	20.2	4.4	1170	< 7.8	< 0.5	< 0.5	< 31	< 1.0	< 2.1	< 3.1	< 5.7	< 1.8	< 0.5	< 0.5	< 1.0	< 0.5	< 1.0	< 8.2	< 1.0	<100	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<5	<5	<0.5	<0.5	<0.6	<0.4	0.4	<7	<0.5	<0.5	<0.5	<0.5	<0.5	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.2	<0.1	<0.1	<0.1	0.13	<0.05	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.3	0.79	<0.3	<0.1	<0.3	<0.3	<1.0	<1.0	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<230	14.59
Muscle	H†brann			ng/g				<3																				< 1000	< 3	< 50	< 25	< 3	< 25	< 10	< 25	< 3	< 10	< 5	< 5	< 5	< 250	< 50	< 0.25	< 0.5	< 1	< 10	< 25	< 1	< 0.1	< 0.2	< 100	< 0.5	< 1	< 0.5		<25	<3	<9																																																																																																	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10																																																																								0.49
Muscle	H†brann			ng/g				<3																				< 1000	< 3	< 50	< 25	< 3	< 10	< 10	< 25	< 3	< 10	< 5	< 5	< 5	< 250	< 100	< 0.25	< 1	< 1	< 5	< 25	< 1	< 0.1	< 0.2	< 250	< 0.5	< 1	< 0.5		<25	<3	<9																																																																																																	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10																																																																								28
Muscle	H†brann			ng/g				<3																				< 1000	< 3	< 50	< 25	< 3	< 25	< 10	< 25	< 3	< 25	< 5	< 5	< 5	< 250	< 50	< 0.25	< 0.5	< 1	< 5	< 25	< 1	< 0.1	< 0.2	< 100	< 0.5	< 1	< 0.5		<25	<3	<9																																																																																																	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10																																																																								0.68
Muscle	H†brann			ng/g				<3																				< 1000	< 3	< 50	< 25	< 3	< 25	< 10	< 25	< 3	< 10	< 5	< 5	< 10	< 250	< 50	< 0.25	< 0.5	< 5	< 5	< 25	< 1	< 0.1	< 0.2	< 100	< 0.5	< 1	< 1		<25	<3	<9																																																																																																	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10																																																																								0.4
Liver	H†brann			ng/g				<3																				< 1000	< 10	< 50	< 25	< 500	< 250	< 10	< 25	< 3	< 200	< 5	< 10	< 100	< 250	< 100	< 0.5	< 5	< 250	< 100	< 25	< 2	< 0.1	< 0.2	< 1000	< 1	< 2	< 5		<25	<3	<9																																																																																																	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10																																																																								62.89
Liver	H†brann			ng/g	mg/kg			<3																				< 1000	< 10	< 50	< 25	< 100	< 1000	< 10	< 25	< 5	< 100	< 5	< 20	< 100	< 250	< 200	< 0.5	< 5	< 250	< 50	< 10	< 2	< 0.1	< 0.3	< 500	< 0.5	< 2	< 1		<25	<3	<9	2.06	11.2	46.7	44.2	95.3	146	47.9	0.039	0.83	17.4	1.61	0.75	<0.025	0.049	<0.048	1.65	6.55	0.64	0.29	<0.11	0.98	5.08	<0.18	0.13	0.102	<0.15	0.66	0.38	0.52	0.33	0.731	<1.67	<17.5	36.8	<6.7	<0.11	<2.26	<1.41	<0.68	<0.092	<0.11	<0.098	<0.13	<0.16	<0.077	<0.11	<0.18	<1.43	<3.68	0.934	20.3	n.a.	<0.41	<0.065	0.36	<0.046	<0.74	<0.11	<0.20	39.6	287000	36.3	3500	11400	17400	1240	159	4790	<11	1.14	2.5	90.5	< 7.8	< 0.5	< 0.5	< 31	< 1.0	< 2.1	< 3.1	< 5.7	< 1.8	< 0.5	< 0.5	< 1.0	< 0.5	< 1.0	< 8.2	< 1.0	<100	n.a.	< 2	< 17	< 7300	< 2	< 2	47.85	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<10	<10	<1	<1	<0.6	<0.4	<0.2	<25	<0.5	<0.5	<0.5	<0.5	<0.5	0.64	<0.4	0.48	<0.4	0.41	<0.4	<0.4	<0.4	<0.2	<0.1	<0.1	<0.1	0.35	<0.05	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	0.74	1.57	<0.3	2.59	<0.3	<0.3	<1.0	<1.0	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<230	47.1
Liver	H†brann			ng/g	mg/kg			<3																				< 2000	< 25	< 50	< 25	< 1000	< 1000	< 10	< 25	< 3	< 200	< 5	< 20	< 100	< 250	< 100	< 0.5	< 5	< 250	< 50	< 10	< 2	0.11	< 0.2	< 1000	< 1	< 2	< 10		<25	<3	<9	3.07	18.4	86.6	83.1	181	277	85.8	0.12	1.47	26.3	2.4	1.56	<0.014	0.091	<0.042	2.37	10.1	1.51	0.56	<0.040	1.76	9.83	<0.064	0.09	0.053	<0.093	0.45	0.11	0.267	0.54	0.62	<1.67	<17.5	135.5	13.2	<0.051	<0.30	<0.19	<0.089	<0.092	<0.11	<0.098	<0.13	<0.16	<0.077	<0.11	<0.18	<0.60	<3.68	1.39	23.1	n.a.	<0.41	<0.065	0.45	<0.046	<0.74	<0.11	<0.20	64.3	359000	34	2130	8530	12500	639	89	1080	43.6	1.22	4.56	59.1	< 7.8	< 0.5	< 0.5	< 31	< 1.0	< 2.1	< 3.1	< 5.7	< 1.8	< 0.5	< 0.5	< 1.0	< 0.5	< 1.0	< 8.2	< 1.0	<100	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10	<0.1	67.9	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	93.8	16.9	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<10	<10	<1	<1	<0.6	<0.4	<0.2	<25	<0.5	<0.5	<0.5	<0.5	<0.5	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.2	<0.1	<0.1	<0.1	0.08	<0.05	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	0.54	2.45	<0.3	1.57	<0.3	<0.3	<1.0	<1.0	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<230	71.75
Liver	H†brann			ng/g	mg/kg			<3																				< 1000	< 10	< 50	< 25	< 500	< 250	< 10	< 25	< 3	< 200	< 5	< 10	< 100	< 250	< 200	< 0.5	< 5	< 250	< 100	< 25	< 2	0.04	0.26	< 500	< 1	< 2	< 5		<25	<3	<9	2.95	18.6	86.5	75.7	176	288	80.5	0.112	1.15	23.8	2.63	1.82	<0.078	0.099	<0.12	3.08	9.34	1.55	0.69	<0.15	1.8	8.59	<0.24	0.091	0.14	<0.16	<0.43	<0.31	<0.48	1.07	1.42	<1.67	<17.5	65.1	18.4	<0.071	<1.68	<1.05	<0.50	<0.092	<0.11	<0.098	<0.13	<0.16	<0.077	<0.11	<0.18	<0.79	<3.68	1.01	17.1	n.a.	<0.41	<0.065	0.48	<0.046	<0.74	<0.11	<0.20	79.7	301000	46.3	4430	9050	13800	711	87	687	<LOD	1.28	2.25	45.8	< 7.8	< 0.5	< 0.5	< 31	< 1.0	< 2.1	< 3.1	< 5.7	< 1.8	< 0.5	< 0.5	< 1.0	< 0.5	< 1.0	< 8.2	< 1.0	<100	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<10	<10	<1	<1	<0.6	<0.4	<0.2	<25	<0.5	<0.5	<0.5	<0.5	<0.5	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.2	<0.1	<0.1	<0.1	<0.05	<0.05	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	0.43	0.61	<0.3	1.47	<0.3	<0.3	<1.0	<1.0	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<230	55.43
Muscle	Piggh†			ng/g				<3																				1141	< 3	< 50	< 25	< 100	< 100	< 10	< 25	< 3	< 50	< 5	< 5	< 10	< 250	< 100	< 0.25	< 0.5	< 100	< 10	< 10	< 1	< 0.1	< 0.2	< 250	< 0.5	< 1	< 0.5		<25	<3	<9																																																																																																	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10																																																																								1.68
Muscle	Piggh†			ng/g				<3																				< 1000	< 3	< 50	< 25	< 10	< 50	< 10	< 25	< 3	< 10	< 5	< 5	< 5	< 250	< 50	< 0.25	< 0.5	< 5	< 25	< 10	< 1	< 0.1	< 0.2	< 100	< 0.5	< 1	< 1		<25	<3	<9																																																																																																	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10																																																																								9.49
Muscle	Piggh†			ng/g				<3																				< 1000	< 5	< 50	< 25	< 100	< 50	< 10	< 25	< 3	< 25	< 5	< 10	< 20	< 250	< 50	< 0.25	< 5	< 100	< 250	< 100	< 1	< 0.1	< 0.2	< 250	< 0.5	< 1	< 1		<25	<3	<9																																																																																																	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10																																																																								14.27
Liver	Piggh†			ng/g	mg/kg			<3																				< 1000	< 10	< 50	< 25	< 100	< 50	< 10	< 25	< 10	< 50	< 5	< 20	< 20	< 250	< 50	< 0.5	< 1	< 100	< 25	< 50	< 2	0.05	< 0.2	< 500	< 2	< 2	< 1		<25	<3	<9	1.6	4.55	12.8	11.9	20.8	30.6	6.42	<0.025	0.14	2.12	0.28	0.172	<0.052	<0.037	<0.037	0.34	1.21	0.14	0.054	<0.19	0.37	0.57	<0.30	<0.054	<0.046	<0.097	<0.14	<0.10	<0.16	<0.14	<0.093	<1.67	<17.5	57.2	<6.7	<0.14	<1.99	<1.34	<0.61	<0.092	<0.11	<0.098	<0.13	<0.16	<0.077	<0.11	<0.18	<1.36	<3.68	0.852	11.4	n.a.	<0.41	<0.065	<0.049	<0.046	<0.74	<0.11	<0.20	26.7	28600	18.1	2080	4780	9600	632	170	367	<11	3.47	8.81	13.9	< 7.8	< 0.5	< 0.5	< 31	< 1.0	< 2.1	< 3.1	< 5.7	< 1.8	< 0.5	< 0.5	< 1.0	< 0.5	< 1.0	< 8.2	3.45	<100	< 21.7	< 2	< 17	< 7300	< 2	< 2	< 46	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<10	<10	<1	<1	<0.6	<0.4	<0.2	58	<0.5	<0.5	<0.5	<0.5	<0.5	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.2	<0.1	<0.1	<0.1	0.55	<0.05	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.3	2.02	<0.3	<0.1	<0.3	<0.3	<1.0	<1.0	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<230	56.6
Liver	Piggh†			ng/g	mg/kg			<3																				< 1000	< 5	< 50	< 25	< 500	< 50	< 10	< 25	< 5	< 50	< 5	< 10	< 100	< 250	< 100	< 0.5	< 0.5	< 100	< 25	< 50	< 3	< 0.1	< 0.2	< 1000	< 0.5	< 5	< 1		<25	<3	<9	0.42	1.71	4.82	4.91	10.4	15.9	2.32	<0.023	0.051	0.68	0.16	0.092	<0.022	<0.016	<0.084	0.36	0.52	0.081	<0.061	<0.088	0.27	0.22	<0.14	<0.046	<0.039	<0.082	<0.13	<0.093	<0.14	<0.14	<0.094	<1.67	<30.2	17.2	<6.7	<0.11	<1.25	<0.84	<0.38	<0.092	<0.11	<0.098	<0.13	<0.16	<0.077	<0.11	<0.18	<1.7	<3.68	0.346	4.23	n.a.	<0.41	<0.065	<0.045	<0.046	<0.74	<0.11	<0.20	28.5	24200	28.2	1710	6400	7050	1220	126	79.4	<11	1.2	4.25	11.4	< 7.8	< 0.5	< 0.5	< 31	< 1.0	< 2.1	< 3.1	< 5.7	< 1.8	< 0.5	< 0.5	< 1.0	< 0.5	< 1.0	< 8.2	< 1.0	<100	< 21.7	< 2	< 17	< 7300	< 2	< 2	< 46	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<10	<10	<1	<1	<0.6	<0.4	<0.2	<25	<0.5	<0.5	<0.5	<0.5	<0.5	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.2	<0.1	<0.1	<0.1	2.24	<0.05	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.3	2.59	<0.3	0.12	<0.3	<0.3	<1.0	<1.0	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<230	59.3
Liver	Piggh†			ng/g	mg/kg			<3																				< 1000	< 3	< 50	< 25	< 25	< 50	< 25	< 25	< 3	< 50	< 5	< 10	< 5	< 250	< 100	< 0.5	< 0.5	< 5	< 5	< 25	< 2	0.06	< 0.2	< 500	< 0.5	< 2	< 0.5		<25	<3	<9	1.79	2.78	23.4	37.7	54.8	76.1	22.5	<0.025	0.26	3.05	0.34	0.44	<0.028	<0.020	<0.070	0.201	1.93	0.059	<0.051	<0.14	<0.37	0.59	<0.23	<0.071	<0.060	<0.13	0.224	<0.084	<0.13	<0.20	<0.19	<1.67	<30.2	15.5	<6.7	<0.17	<2.06	<1.38	<0.63	<0.092	<0.11	<0.098	<0.13	<0.16	<0.077	<0.11	<0.18	<1.75	<3.68	0.764	8.1	n.a.	<0.41	<0.065	0.068	<0.046	<0.74	<0.11	<0.20	39.7	124000	21.5	1910	6530	11900	983	97.7	1090	<11	1.12	6.01	49.9	< 7.8	< 0.5	< 0.5	< 31	< 1.0	< 2.1	< 3.1	< 5.7	< 1.8	< 0.5	< 0.5	< 1.0	< 0.5	< 1.0	< 8.2	< 1.0	<100	< 21.7	< 2	< 17	< 7300	< 2	< 2	< 46	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<10	<10	<1	<1	<0.6	<0.4	<0.2	<25	<0.5	<0.5	<0.5	<0.5	<0.5	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.4	<0.2	<0.1	<0.1	<0.1	0.09	<0.05	<0.1	<0.1	<0.1	<0.1	<0.1	<0.1	<0.3	1.75	<0.3	<0.1	<0.3	<0.3	<1.0	<1.0	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<0.3	<230	61.94
Liver	Piggh†			ng/g				<3																				< 2000	< 10	< 50	< 25	< 5000	< 250	< 25	< 25	< 10	< 100	< 5	< 20	< 10	< 250	< 100	< 0.5	< 5	< 250	< 50	4143	< 3	< 0.1	< 0.3	< 1000	< 2	< 5	< 0.5		<25	<3	<9																																																																																																	<5	<1.0	<200	<10	<20	<50	<10	<20	<10	<10	<10	<10	<10	<10	<200			<10		<2	<2					<2	<2	<2	<200	<10	<10	<10		<1	<10	<10	<10	<10	<10	<10	<1	<2	<10	<10	<10	<10	<20	<10	<20	<10	<10	<10																																																																								79.87
