Provenr	Medium_id	Enhet_id	Site_name	Site_Category	Comment_location	Comment_season	Comment_condition	Site_Comment	compound	value	Medium_id2	lodcount	n	det_frac	plotting	meanx
NR-2022-06899	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	BTSA	174.5	Water	0	12	100	174.5	101.65
NR-2022-06900	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	BTSA	131	Water	0	12	100	131	101.65
NR-2022-06901	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	BTSA	131.5	Water	0	12	100	131.5	101.65
NR-2022-06879	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	BTSA	99.5	Water	0	12	100	99.5	101.65
NR-2022-06880	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	BTSA	68	Water	0	12	100	68	101.65
NR-2022-06881	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	BTSA	46.5	Water	0	12	100	46.5	101.65
NR-2022-06902	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	BTSA	37.5	Water	0	12	100	37.5	101.65
NR-2022-06903	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	BTSA	52.5	Water	0	12	100	52.5	101.65
NR-2022-06904	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	BTSA	43.3	Water	0	12	100	43.3	101.65
NR-2022-06795	Sediment (ng/g, d.w.)	ng/g	Brubak	Urban river	NA	NA	NA	NA	BTSA	1.818	Solids	3	8	62.5	1.818	3.776875
NR-2022-06805	Sediment (ng/g, d.w.)	ng/g	Brubak	Urban river	NA	NA	NA	NA	BTSA	<1	Solids	3	8	62.5	0.5	3.776875
NR-2022-06794	Sediment (ng/g, d.w.)	ng/g	Breivoll	Urban river	NA	NA	NA	NA	BTSA	6.176	Solids	3	8	62.5	6.176	3.776875
NR-2022-06804	Sediment (ng/g, d.w.)	ng/g	Breivoll	Urban river	NA	NA	NA	NA	BTSA	5.405	Solids	3	8	62.5	5.405	3.776875
NR-2022-06801	Sediment (ng/g, d.w.)	ng/g	Kv?rner	Urban river	NA	NA	NA	NA	BTSA	2.286	Solids	3	8	62.5	2.286	3.776875
NR-2022-06806	Sediment (ng/g, d.w.)	ng/g	Kv?rner	Urban river	NA	NA	NA	NA	BTSA	13.03	Solids	3	8	62.5	13.03	3.776875
NR-2022-06820	Sediment (ng/g, d.w.)	ng/g	Kalbakken	Urban river	NA	NA	NA	NA	BTSA	<1	Solids	3	8	62.5	0.5	3.776875
NR-2022-06815	Sediment (ng/g, d.w.)	ng/g	Kalbakken	Urban river	NA	NA	NA	NA	BTSA	<1	Solids	3	8	62.5	0.5	3.776875
NR-2022-06905	Water, total (ng/L)	ng/L	Brubak	Urban river	NA	NA	Dry	Dry	BTSA	23.5	Water	0	8	100	23.5	86
NR-2022-06872	Water, total (ng/L)	ng/L	Brubak	Urban river	NA	NA	Wet	?	BTSA	120.5	Water	0	8	100	120.5	86
NR-2022-06906	Water, total (ng/L)	ng/L	Breivoll	Urban river	NA	NA	Dry	Dry	BTSA	29.5	Water	0	8	100	29.5	86
NR-2022-06873	Water, total (ng/L)	ng/L	Breivoll	Urban river	NA	NA	Wet	?	BTSA	213	Water	0	8	100	213	86
NR-2022-06907	Water, total (ng/L)	ng/L	Kv?rner	Urban river	NA	NA	Dry	Dry	BTSA	44.5	Water	0	8	100	44.5	86
NR-2022-06874	Water, total (ng/L)	ng/L	Kv?rner	Urban river	NA	NA	Wet	?	BTSA	129.5	Water	0	8	100	129.5	86
NR-2022-06908	Water, total (ng/L)	ng/L	Apall?kka	Urban river	NA	NA	Dry	Dry	BTSA	52.9	Water	0	8	100	52.9	86
NR-2022-06875	Water, total (ng/L)	ng/L	Apall?kka	Urban river	NA	NA	Wet	?	BTSA	74.6	Water	0	8	100	74.6	86
NR-2022-06870	Water, filtered (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	BTSA	16350	Water	0	3	100	16350	23933.33333
NR-2022-06871	Water, filtered (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	BTSA	23800	Water	0	3	100	23800	23933.33333
NR-2022-06882	Water, filtered (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	BTSA	31650	Water	0	3	100	31650	23933.33333
NR-2022-06920	Water, particles (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	BTSA	<1	Water	2	3	33.33333333	0.5	26.83333333
NR-2022-06921	Water, particles (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	BTSA	<1	Water	2	3	33.33333333	0.5	26.83333333
NR-2022-00807	Water, particles (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	BTSA	79.5	Water	2	3	33.33333333	79.5	26.83333333
NR-2022-06798	Sludge (ng/g, d.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	BTSA	275.806	Solids	0	3	100	275.806	249.4513333
NR-2022-06799	Sludge (ng/g, d.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	BTSA	45.625	Solids	0	3	100	45.625	249.4513333
NR-2022-06800	Sludge (ng/g, d.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	BTSA	426.923	Solids	0	3	100	426.923	249.4513333
NR-2022-06884	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	Start	Pumpesump under vask - START	BTSA	6660	Water	0	14	100	6660	47382.64286
NR-2022-06923	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	Start	Pumpesump under vask - START	BTSA	<50	Water	11	16	31.25	25	203.05
NR-2022-06885	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 1	BTSA	5500	Water	0	14	100	5500	47382.64286
NR-2022-06924	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 1	BTSA	<50	Water	11	16	31.25	25	203.05
NR-2022-06886	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 2	BTSA	64080	Water	0	14	100	64080	47382.64286
NR-2022-06925	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 2	BTSA	960	Water	11	16	31.25	960	203.05
NR-2022-06887	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 1	BTSA	27040	Water	0	14	100	27040	47382.64286
NR-2022-06926	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 1	BTSA	<50	Water	11	16	31.25	25	203.05
NR-2022-06888	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	BTSA	36480	Water	0	14	100	36480	47382.64286
NR-2022-06927	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	BTSA	1040	Water	11	16	31.25	1040	203.05
NR-2022-06889	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	BTSA	34960	Water	0	14	100	34960	47382.64286
NR-2022-06889	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	BTSA	<50	Water	11	16	31.25	25	203.05
NR-2022-06912	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	Day 14	Basseng under rensing dag 14-1	BTSA	<50	Water	11	16	31.25	25	203.05
NR-2022-06913	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	Day 14	Basseng under rensing dag 14-2	BTSA	<50	Water	11	16	31.25	25	203.05
NR-2022-06914	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des1	BTSA	84000	Water	0	14	100	84000	47382.64286
NR-2022-06930	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des1	BTSA	<50	Water	11	16	31.25	25	203.05
NR-2022-06915	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des2	BTSA	86400	Water	0	14	100	86400	47382.64286
NR-2022-06931	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des2	BTSA	<50	Water	11	16	31.25	25	203.05
NR-2022-06916	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 1	BTSA	89600	Water	0	14	100	89600	47382.64286
NR-2022-06932	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 1	BTSA	960	Water	11	16	31.25	960	203.05
NR-2022-06917	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 2	BTSA	85600	Water	0	14	100	85600	47382.64286
NR-2022-06933	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 2	BTSA	<50	Water	11	16	31.25	25	203.05
NR-2022-06918	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 1	BTSA	49760	Water	0	14	100	49760	47382.64286
NR-2022-00523	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 1	BTSA	<50	Water	11	16	31.25	25	203.05
NR-2022-06919	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 2	BTSA	92800	Water	0	14	100	92800	47382.64286
NR-2022-00524	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 2	BTSA	<50	Water	11	16	31.25	25	203.05
NR-2022-06808	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Inlet	Sandfang innl?p	BTSA	<1	Solids	1	8	87.5	0.5	58.542
NR-2022-06809	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Inlet	Sandfang innl?p	BTSA	42.051	Solids	1	8	87.5	42.051	58.542
NR-2022-06810	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Outlet	Sandfang utl?p	BTSA	29.5	Solids	1	8	87.5	29.5	58.542
NR-2022-06811	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Outlet	Sandfang utl?p	BTSA	28.286	Solids	1	8	87.5	28.286	58.542
NR-2022-06826	Sludge (ng/g, d.w.)	ng/g	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	NA	Rensebasseng	BTSA	158.438	Solids	1	8	87.5	158.438	58.542
NR-2022-06827	Sludge (ng/g, d.w.)	ng/g	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	NA	Rensebasseng	BTSA	179.394	Solids	1	8	87.5	179.394	58.542
NR-2022-06812	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sweeping and vacuuming truck	NA	NA	Smestad feiebil	BTSA	16	Solids	1	8	87.5	16	58.542
NR-2022-06813	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sweeping and vacuuming truck	NA	NA	Smestad feiebil	BTSA	14.167	Solids	1	8	87.5	14.167	58.542
NR-2022-06797	Sediment (ng/g, d.w.)	ng/g	Smestaddammen	Tunnel environment	Recipient pond_upper	NA	NA	?vre	BTSA	<1	Solids	2	2	0	NA	NA
NR-2022-06796	Sediment (ng/g, d.w.)	ng/g	Smestaddammen	Tunnel environment	Recipient pond_lower	NA	NA	nedre	BTSA	<1	Solids	2	2	0	NA	NA
NR-2022-06866	Water, filtered (ng/L)	ng/L	Smestaddammen	Tunnel environment	Recipient pond_upper	NA	NA	?vre	BTSA	285	Water	0	14	100	285	47382.64286
NR-2022-06868	Water, particles (ng/L)	ng/L	Smestaddammen	Tunnel environment	Recipient pond_upper	NA	NA	?vre	BTSA	5.1	Water	11	16	31.25	5.1	203.05
NR-2022-06867	Water, filtered (ng/L)	ng/L	Smestaddammen	Tunnel environment	Recipient pond_lower	NA	NA	nedre	BTSA	192	Water	0	14	100	192	47382.64286
NR-2022-06869	Water, particles (ng/L)	ng/L	Smestaddammen	Tunnel environment	Recipient pond_lower	NA	NA	nedre	BTSA	8.7	Water	11	16	31.25	8.7	203.05
NR-2022-07074	Biota (ng/g, w.w.)	ng/g ww	Padderudvannet	Recipient	Freshwater	NA	Perch liver and filet	abbor - lever	BTSA	<0.5	Biota	6	6	0	NA	NA
NR-2022-07075	Biota (ng/g, w.w.)	ng/g ww	Padderudvannet	Recipient	Freshwater	NA	Perch liver and filet	abbor - lever	BTSA	<0.5	Biota	6	6	0	NA	NA
NR-2022-07076	Biota (ng/g, w.w.)	ng/g ww	Padderudvannet	Recipient	Freshwater	NA	Perch liver and filet	abbor - lever	BTSA	<0.5	Biota	6	6	0	NA	NA
NR-2022-07077	Biota (ng/g, w.w.)	ng/g ww	Padderudvannet	Recipient	Freshwater	NA	Duck mussel	andemusling	BTSA	<0.5	Biota	6	6	0	NA	NA
NR-2022-07078	Biota (ng/g, w.w.)	ng/g ww	Padderudvannet	Recipient	Freshwater	NA	Duck mussel	andemusling	BTSA	<0.5	Biota	6	6	0	NA	NA
NR-2022-07079	Biota (ng/g, w.w.)	ng/g ww	Padderudvannet	Recipient	Freshwater	NA	Duck mussel	andemusling	BTSA	<0.5	Biota	6	6	0	NA	NA
NR-2022-07019	Dust (ng/g, w.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Outdoor surface	Near shredder	NA	Hus n?r skredder	BTSA	4089.122	Air	0	3	100	4089.122	1654.008667
NR-2022-07020	Dust (ng/g, w.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Outdoor surface	Outside workshop	NA	Utenfor verksted	BTSA	712.517	Air	0	3	100	712.517	1654.008667
NR-2022-07021	Dust (ng/g, w.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Outdoor surface	Near grab	NA	Ved grabbene	BTSA	160.387	Air	0	3	100	160.387	1654.008667
NR-2022-07004	Dust (ng/g, w.w.)	ng/g	Residental 1	Private home	Private home	NA	NA	Bolig1	BTSA	389.984	Air	0	6	100	389.984	313.1788333
NR-2022-07006	Dust (ng/g, w.w.)	ng/g	Residental 3	Private home	Private home	NA	NA	Bolig3	BTSA	126.183	Air	0	6	100	126.183	313.1788333
NR-2022-07007	Dust (ng/g, w.w.)	ng/g	Residental 4	Private home	Private home	NA	NA	Bolig4	BTSA	76.992	Air	0	6	100	76.992	313.1788333
NR-2022-07008	Dust (ng/g, w.w.)	ng/g	Residental 5	Private home	Private home	NA	NA	Bolig5	BTSA	102.371	Air	0	6	100	102.371	313.1788333
NR-2022-07009	Dust (ng/g, w.w.)	ng/g	Residental 6	Private home	Private home	NA	NA	Bolig6	BTSA	563.427	Air	0	6	100	563.427	313.1788333
NR-2022-07010	Dust (ng/g, w.w.)	ng/g	Residental 7	Private home	Private home	NA	NA	Bolig7	BTSA	620.116	Air	0	6	100	620.116	313.1788333
NR-2022-07022	Dust (ng/g, w.w.)	ng/g	Dental clinic 1	Commercial building	Dental clinic	NA	NA	Tannklinikk1	BTSA	<10	Air	9	9	0	NA	NA
NR-2022-07023	Dust (ng/g, w.w.)	ng/g	Dental clinic 2	Commercial building	Dental clinic	NA	NA	Tannklinikk2	BTSA	<10	Air	9	9	0	NA	NA
NR-2022-07024	Dust (ng/g, w.w.)	ng/g	Dental clinic 3	Commercial building	Dental clinic	NA	NA	Tannklinikk3	BTSA	<10	Air	9	9	0	NA	NA
NR-2022-07013	Dust (ng/g, w.w.)	ng/g	3D-printing 1	Commercial building	Printing 3D	NA	NA	3D-print1	BTSA	<10	Air	9	9	0	NA	NA
NR-2022-07014	Dust (ng/g, w.w.)	ng/g	3D-printing 2	Commercial building	Printing 3D	NA	NA	3D-print2	BTSA	<10	Air	9	9	0	NA	NA
NR-2022-07015	Dust (ng/g, w.w.)	ng/g	3D-printing 3	Commercial building	Printing 3D	NA	NA	3D-print3	BTSA	<10	Air	9	9	0	NA	NA
NR-2022-07016	Dust (ng/g, w.w.)	ng/g	Furniture store 1	Commercial building	Furniture store	NA	NA	M?belvarehus1	BTSA	<10	Air	9	9	0	NA	NA
NR-2022-07017	Dust (ng/g, w.w.)	ng/g	Furniture store 2	Commercial building	Furniture store	NA	NA	M?belvarehus2	BTSA	<10	Air	9	9	0	NA	NA
NR-2022-07018	Dust (ng/g, w.w.)	ng/g	Furniture store 3	Commercial building	Furniture store	NA	NA	M?belvarehus3	BTSA	<10	Air	9	9	0	NA	NA
NR-2022-06978	Air (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Summer	Weekday	Sofienbergparken ukedag sommer	BTSA	<10	Air	4	4	0	NA	NA
NR-2022-06967	Air, particles (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Summer	Weekday	Sofienbergparken ukedag sommer	BTSA	<10	Air	4	4	0	NA	NA
NR-2022-06979	Air (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Summer	Weekend	Sofienbergparken helg sommer	BTSA	<10	Air	4	4	0	NA	NA
NR-2022-06968	Air, particles (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Summer	Weekend	Sofienbergparken helg sommer	BTSA	<10	Air	4	4	0	NA	NA
NR-2022-06980	Air (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Winter	Weekday	Sofienbergparken ukedag sommer	BTSA	<10	Air	4	4	0	NA	NA
NR-2022-06976	Air, particles (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Winter	Weekday	Sofienbergparken ukedag vinter	BTSA	<10	Air	4	4	0	NA	NA
NR-2022-06981	Air (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Winter	Weekend	Sofienbergparken helg sommer	BTSA	<10	Air	4	4	0	NA	NA
NR-2022-06977	Air, particles (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Winter	Weekend	Sofienbergparken helg vinter	BTSA	<10	Air	4	4	0	NA	NA
NR-2022-06973	Air, particles (ng/m^3)	ng/m3	Smestad	Trafficked road	NA	Summer	Weekday	Smestad ukedag sommer	BTSA	1039.301	Air	1	12	91.66666667	1039.301	341.3516667
NR-2022-06971	Air, particles (ng/m^3)	ng/m3	Alna E6	Trafficked road	NA	Summer	Weekday	E6 Alna ukedag sommer	BTSA	705.179	Air	1	12	91.66666667	705.179	341.3516667
NR-2022-06970	Air, particles (ng/m^3)	ng/m3	Hjortnes	Trafficked road	NA	Summer	Weekday	Hjortnes ukedag sommer	BTSA	712.894	Air	1	12	91.66666667	712.894	341.3516667
NR-2022-06974	Air, particles (ng/m^3)	ng/m3	Smestad	Trafficked road	NA	Summer	Weekend	Smestad helg sommer	BTSA	315.194	Air	1	12	91.66666667	315.194	341.3516667
NR-2022-06972	Air, particles (ng/m^3)	ng/m3	Alna E6	Trafficked road	NA	Summer	Weekend	E6 Alna helg sommer	BTSA	251.924	Air	1	12	91.66666667	251.924	341.3516667
NR-2022-06969	Air, particles (ng/m^3)	ng/m3	Hjortnes	Trafficked road	NA	Summer	Weekend	Hjortnes helg sommer	BTSA	219.828	Air	1	12	91.66666667	219.828	341.3516667
NR-2022-06990	Air, particles (ng/m^3)	ng/m3	Smestad	Trafficked road	NA	Winter	Weekday	Smestad ukedag vinter	BTSA	<10	Air	1	12	91.66666667	5	341.3516667
NR-2022-06988	Air, particles (ng/m^3)	ng/m3	Alna E6	Trafficked road	NA	Winter	Weekday	E6 Alna ukedag vinter	BTSA	90.129	Air	1	12	91.66666667	90.129	341.3516667
NR-2022-06987	Air, particles (ng/m^3)	ng/m3	Hjortnes	Trafficked road	NA	Winter	Weekday	Hjortnes ukedag vinter	BTSA	195.723	Air	1	12	91.66666667	195.723	341.3516667
NR-2022-06991	Air, particles (ng/m^3)	ng/m3	Smestad	Trafficked road	NA	Winter	Weekend	Smestad helg vinter 	BTSA	40.988	Air	1	12	91.66666667	40.988	341.3516667
NR-2022-06989	Air, particles (ng/m^3)	ng/m3	Alna E6	Trafficked road	NA	Winter	Weekend	E6 Alna helg vinter	BTSA	56.357	Air	1	12	91.66666667	56.357	341.3516667
NR-2022-06986	Air, particles (ng/m^3)	ng/m3	Hjortnes	Trafficked road	NA	Winter	Weekend	Hjortnes helg vinter	BTSA	463.703	Air	1	12	91.66666667	463.703	341.3516667
NR-2022-06909	Water, total (ng/L)	ng/L	Appal?kka	Artificial grass pitch	Outdoor	NA	NA	Outdoor	MTBT	<1	Water	2	3	33.33333333	0.5	4.266666667
NR-2022-06910	Water, total (ng/L)	ng/L	Valle Hovin North	Artificial grass pitch	Outdoor	NA	NA	Outdoor	MTBT	<1	Water	2	3	33.33333333	0.5	4.266666667
NR-2022-06911	Water, total (ng/L)	ng/L	Valle Hovin East	Artificial grass pitch	Outdoor	NA	NA	Outdoor	MTBT	11.8	Water	2	3	33.33333333	11.8	4.266666667
NR-2022-06803	Granule (ng/g, w.w.)	ng/g	Appal?kka	Artificial grass pitch	Outdoor	NA	NA	Outdoor	MTBT	23.9	Solids	0	6	100	23.9	32.7
NR-2022-06802	Sludge (ng/g, d.w.)	ng/g	Appal?kka	Artificial grass pitch	Outdoor	NA	NA	Outdoor	MTBT	<1	Solids	2	3	33.33333333	0.5	1.833333333
NR-2022-06818	Granule (ng/g, w.w.)	ng/g	Valle Hovin North	Artificial grass pitch	Outdoor	NA	NA	Outdoor	MTBT	17.9	Solids	0	6	100	17.9	32.7
NR-2022-06816	Sludge (ng/g, d.w.)	ng/g	Valle Hovin North	Artificial grass pitch	Outdoor	NA	NA	Outdoor	MTBT	<1	Solids	2	3	33.33333333	0.5	1.833333333
NR-2022-06819	Granule (ng/g, w.w.)	ng/g	Valle Hovin East	Artificial grass pitch	Outdoor	NA	NA	Outdoor	MTBT	17.9	Solids	0	6	100	17.9	32.7
NR-2022-06817	Sludge (ng/g, d.w.)	ng/g	Valle Hovin East	Artificial grass pitch	Outdoor	NA	NA	Outdoor	MTBT	4.5	Solids	2	3	33.33333333	4.5	1.833333333
NR-2022-06821	Granule (ng/g, w.w.)	ng/g	Obos1	Artificial grass pitch	Indoor	NA	NA	Indoor	MTBT	55.3	Solids	0	6	100	55.3	32.7
NR-2022-06822	Granule (ng/g, w.w.)	ng/g	Obos2	Artificial grass pitch	Indoor	NA	NA	Indoor	MTBT	59.3	Solids	0	6	100	59.3	32.7
NR-2022-06823	Granule (ng/g, w.w.)	ng/g	LSK	Artificial grass pitch	Indoor	NA	NA	Indoor	MTBT	21.9	Solids	0	6	100	21.9	32.7
NR-2022-06807	Sludge (ng/g, d.w.)	ng/g	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	MTBT	<1	Solids	4	4	0	NA	NA
NR-2022-06814	Sludge (ng/g, d.w.)	ng/g	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	MTBT	<1	Solids	4	4	0	NA	NA
NR-2022-06824	Sludge (ng/g, d.w.)	ng/g	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	MTBT	<1	Solids	4	4	0	NA	NA
NR-2022-06825	Sludge (ng/g, d.w.)	ng/g	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	MTBT	<1	Solids	4	4	0	NA	NA
NR-2022-06876	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	MTBT	<1	Water	12	12	0	NA	NA
NR-2022-06877	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	MTBT	<1	Water	12	12	0	NA	NA
NR-2022-06878	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	MTBT	<1	Water	12	12	0	NA	NA
NR-2022-06899	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	MTBT	<1	Water	12	12	0	NA	NA
NR-2022-06900	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	MTBT	<1	Water	12	12	0	NA	NA
NR-2022-06901	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	MTBT	<1	Water	12	12	0	NA	NA
NR-2022-06879	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	MTBT	<1	Water	12	12	0	NA	NA
NR-2022-06880	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	MTBT	<1	Water	12	12	0	NA	NA
NR-2022-06881	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	MTBT	<1	Water	12	12	0	NA	NA
NR-2022-06902	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	MTBT	<1	Water	12	12	0	NA	NA
NR-2022-06903	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	MTBT	<1	Water	12	12	0	NA	NA
NR-2022-06904	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	MTBT	<1	Water	12	12	0	NA	NA
NR-2022-06795	Sediment (ng/g, d.w.)	ng/g	Brubak	Urban river	NA	NA	NA	NA	MTBT	<1	Solids	8	8	0	NA	NA
NR-2022-06805	Sediment (ng/g, d.w.)	ng/g	Brubak	Urban river	NA	NA	NA	NA	MTBT	<1	Solids	8	8	0	NA	NA
NR-2022-06794	Sediment (ng/g, d.w.)	ng/g	Breivoll	Urban river	NA	NA	NA	NA	MTBT	<1	Solids	8	8	0	NA	NA
NR-2022-06804	Sediment (ng/g, d.w.)	ng/g	Breivoll	Urban river	NA	NA	NA	NA	MTBT	<1	Solids	8	8	0	NA	NA
NR-2022-06801	Sediment (ng/g, d.w.)	ng/g	Kv?rner	Urban river	NA	NA	NA	NA	MTBT	<1	Solids	8	8	0	NA	NA
NR-2022-06806	Sediment (ng/g, d.w.)	ng/g	Kv?rner	Urban river	NA	NA	NA	NA	MTBT	<1	Solids	8	8	0	NA	NA
NR-2022-06820	Sediment (ng/g, d.w.)	ng/g	Kalbakken	Urban river	NA	NA	NA	NA	MTBT	<1	Solids	8	8	0	NA	NA
