Provenr	Medium_id	Enhet_id	Site_name	Site_Category	Comment_location	Comment_season	Comment_condition	Site_Comment	compound	value	Medium_id2	lodcount	n	det_frac	plotting	meanx
NR-2022-06819	Granule (ng/g, w.w.)	ng/g	Valle Hovin East	Artificial grass pitch	Outdoor	NA	NA	Outdoor	TAC	< 2	Solids	6	6	0	NA	NA
NR-2022-06817	Sludge (ng/g, d.w.)	ng/g	Valle Hovin East	Artificial grass pitch	Outdoor	NA	NA	Outdoor	TAC	< 2	Solids	3	3	0	NA	NA
NR-2022-06821	Granule (ng/g, w.w.)	ng/g	Obos1	Artificial grass pitch	Indoor	NA	NA	Indoor	TAC	< 2	Solids	6	6	0	NA	NA
NR-2022-06822	Granule (ng/g, w.w.)	ng/g	Obos2	Artificial grass pitch	Indoor	NA	NA	Indoor	TAC	< 2	Solids	6	6	0	NA	NA
NR-2022-06823	Granule (ng/g, w.w.)	ng/g	LSK	Artificial grass pitch	Indoor	NA	NA	Indoor	TAC	< 2	Solids	6	6	0	NA	NA
NR-2022-06807	Sludge (ng/g, d.w.)	ng/g	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	TAC	< 2	Solids	4	4	0	NA	NA
NR-2022-06814	Sludge (ng/g, d.w.)	ng/g	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	TAC	< 2	Solids	4	4	0	NA	NA
NR-2022-06824	Sludge (ng/g, d.w.)	ng/g	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	TAC	< 2	Solids	4	4	0	NA	NA
NR-2022-06825	Sludge (ng/g, d.w.)	ng/g	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	TAC	< 2	Solids	4	4	0	NA	NA
NR-2022-06876	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	TAC	< 0.2	Water	8	12	33.33333333	0.1	1.804583333
NR-2022-06877	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	TAC	< 0.2	Water	8	12	33.33333333	0.1	1.804583333
NR-2022-06878	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	TAC	< 2	Water	8	12	33.33333333	1	1.804583333
NR-2022-06899	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	TAC	3.15	Water	8	12	33.33333333	3.15	1.804583333
NR-2022-06900	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	TAC	2.37	Water	8	12	33.33333333	2.37	1.804583333
NR-2022-06901	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	TAC	2.52	Water	8	12	33.33333333	2.52	1.804583333
NR-2022-06879	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	TAC	< 2	Water	8	12	33.33333333	1	1.804583333
NR-2022-06880	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	TAC	< 2.5	Water	8	12	33.33333333	1.25	1.804583333
NR-2022-06881	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	TAC	< 2.5	Water	8	12	33.33333333	1.25	1.804583333
NR-2022-06902	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	TAC	< 2	Water	8	12	33.33333333	1	1.804583333
NR-2022-06903	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	TAC	6.915	Water	8	12	33.33333333	6.915	1.804583333
NR-2022-06904	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	TAC	< 2	Water	8	12	33.33333333	1	1.804583333
NR-2022-06938	Air (ng/m^3)	ng/m3	Bekkelaget	Wastewater treatment plant	NA	Summer	High	high treatment, summer	TAC	< 5	Air	4	4	0	NA	NA
NR-2022-06939	Air (ng/m^3)	ng/m3	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	high treatment, autumn	TAC	< 5	Air	4	4	0	NA	NA
NR-2022-06940	Air (ng/m^3)	ng/m3	Bekkelaget	Wastewater treatment plant	NA	Summer	High	low treatment, summer	TAC	< 5	Air	4	4	0	NA	NA
NR-2022-06941	Air (ng/m^3)	ng/m3	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	low treatment, autumn	TAC	< 5	Air	4	4	0	NA	NA
NR-2022-06905	Water, total (ng/L)	ng/L	Brubak	Urban river	NA	NA	Dry	Dry	TAC	< 2	Water	5	8	37.5	1	1.563125
NR-2022-06906	Water, total (ng/L)	ng/L	Breivoll	Urban river	NA	NA	Dry	Dry	TAC	< 2	Water	5	8	37.5	1	1.563125
NR-2022-06907	Water, total (ng/L)	ng/L	Kv?rner	Urban river	NA	NA	Dry	Dry	TAC	< 2	Water	5	8	37.5	1	1.563125
NR-2022-06908	Water, total (ng/L)	ng/L	Apall?kka	Urban river	NA	NA	Dry	Dry	TAC	< 2	Water	5	8	37.5	1	1.563125
NR-2023-02387	Water, total (ng/L)	ng/L	Kv?rner	Urban river	NA	NA	NA	extra sample VOC	TAC	3.4	Water	5	8	37.5	3.4	1.563125
NR-2023-02388	Water, total (ng/L)	ng/L	Brubak	Urban river	NA	NA	NA	extra sample VOC	TAC	2.55	Water	5	8	37.5	2.55	1.563125
NR-2023-02389	Water, total (ng/L)	ng/L	Breivoll	Urban river	NA	NA	NA	extra sample VOC	TAC	2.455	Water	5	8	37.5	2.455	1.563125
NR-2023-02390	Water, total (ng/L)	ng/L	Apall?kka	Urban river	Vesletjern	NA	NA	extra sample VOC	TAC	< 0.2	Water	5	8	37.5	0.1	1.563125
NR-2022-06870	Water, filtered (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	TAC	< 2	Water	2	3	33.33333333	1	27.81166667
NR-2022-06871	Water, filtered (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	TAC	81.185	Water	2	3	33.33333333	81.185	27.81166667
NR-2022-06882	Water, filtered (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	TAC	< 2.5	Water	2	3	33.33333333	1.25	27.81166667
NR-2022-06798	Sludge (ng/g, d.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	TAC	< 2	Solids	3	3	0	NA	NA
NR-2022-06799	Sludge (ng/g, d.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	TAC	< 2	Solids	3	3	0	NA	NA
NR-2022-06800	Sludge (ng/g, d.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	TAC	< 2	Solids	3	3	0	NA	NA
NR-2022-06884	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	Start	Pumpesump under vask - START	TAC	< 5	Water	6	6	0	NA	NA
NR-2022-06923	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	Start	Pumpesump under vask - START	TAC	162.403	Water	6	10	40	162.403	40.859
NR-2022-06885	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 1	TAC	< 5	Water	6	6	0	NA	NA
NR-2022-06924	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 1	TAC	84.311	Water	6	10	40	84.311	40.859
NR-2022-06886	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 2	TAC	< 2.5	Water	6	6	0	NA	NA
NR-2022-06925	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 2	TAC	139.617	Water	6	10	40	139.617	40.859
NR-2022-06887	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 1	TAC	< 2.5	Water	6	6	0	NA	NA
NR-2022-06926	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 1	TAC	< 5	Water	6	10	40	2.5	40.859
NR-2022-06927	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	TAC	7.259	Water	6	10	40	7.259	40.859
NR-2022-06930	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des1	TAC	< 5	Water	6	10	40	2.5	40.859
NR-2022-06932	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 1	TAC	< 5	Water	6	10	40	2.5	40.859
NR-2022-06933	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 2	TAC	< 5	Water	6	10	40	2.5	40.859
NR-2022-00523	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 1	TAC	< 5	Water	6	10	40	2.5	40.859
NR-2022-00524	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 2	TAC	< 5	Water	6	10	40	2.5	40.859
NR-2022-06808	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Inlet	Sandfang innl?p	TAC	< 0.2	Solids	6	6	0	NA	NA
NR-2022-06810	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Outlet	Sandfang utl?p	TAC	< 0.2	Solids	6	6	0	NA	NA
NR-2022-06826	Sludge (ng/g, d.w.)	ng/g	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	NA	Rensebasseng	TAC	< 0.2	Solids	6	6	0	NA	NA
NR-2022-06827	Sludge (ng/g, d.w.)	ng/g	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	NA	Rensebasseng	TAC	< 0.2	Solids	6	6	0	NA	NA
NR-2022-06812	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sweeping and vacuuming truck	NA	NA	Smestad feiebil	TAC	< 0.2	Solids	6	6	0	NA	NA
NR-2022-06813	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sweeping and vacuuming truck	NA	NA	Smestad feiebil	TAC	< 0.2	Solids	6	6	0	NA	NA
NR-2022-06797	Sediment (ng/g, d.w.)	ng/g	Smestaddammen	Tunnel environment	Recipient pond_upper	NA	NA	?vre	TAC	< 0.2	Solids	2	2	0	NA	NA
NR-2022-06796	Sediment (ng/g, d.w.)	ng/g	Smestaddammen	Tunnel environment	Recipient pond_lower	NA	NA	nedre	TAC	< 0.2	Solids	2	2	0	NA	NA
NR-2022-06866	Water, filtered (ng/L)	ng/L	Smestaddammen	Tunnel environment	Recipient pond_upper	NA	NA	?vre	TAC	< 2	Water	6	6	0	NA	NA
NR-2022-06867	Water, filtered (ng/L)	ng/L	Smestaddammen	Tunnel environment	Recipient pond_lower	NA	NA	nedre	TAC	< 2	Water	6	6	0	NA	NA
NR-2022-06982	Air, particles (ng/m^3)	ng/m3	Obos1	Artificial grass pitch	Indoor	NA	NA	Indoor	TAC	< 1000	Air	2	2	0	NA	NA
NR-2022-06984	Air, particles (ng/m^3)	ng/m3	LSK	Artificial grass pitch	Indoor	NA	NA	Indoor	TAC	< 20	Air	2	2	0	NA	NA
NR-2022-07004	Dust (ng/g, w.w.)	ng/g	Residental 1	Private home	Private home	NA	NA	Bolig1	TAC	< 10	Air	3	3	0	NA	NA
NR-2022-07006	Dust (ng/g, w.w.)	ng/g	Residental 3	Private home	Private home	NA	NA	Bolig3	TAC	< 10	Air	3	3	0	NA	NA
NR-2022-07007	Dust (ng/g, w.w.)	ng/g	Residental 4	Private home	Private home	NA	NA	Bolig4	TAC	< 10	Air	3	3	0	NA	NA
NR-2022-06978	Air (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Summer	Weekday	Sofienbergparken ukedag sommer	TAC	< 5	Air	3	3	0	NA	NA
NR-2022-06967	Air, particles (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Summer	Weekday	Sofienbergparken ukedag sommer	TAC	< 0.001	Air	4	4	0	NA	NA
NR-2022-06979	Air (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Summer	Weekend	Sofienbergparken helg sommer	TAC	< 5	Air	3	3	0	NA	NA
NR-2022-06968	Air, particles (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Summer	Weekend	Sofienbergparken helg sommer	TAC	< 0.001	Air	4	4	0	NA	NA
NR-2022-06980	Air (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Winter	Weekday	Sofienbergparken ukedag sommer	TAC	< 5	Air	3	3	0	NA	NA
NR-2022-06976	Air, particles (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Winter	Weekday	Sofienbergparken ukedag vinter	TAC	< 0.001	Air	4	4	0	NA	NA
NR-2022-06977	Air, particles (ng/m^3)	ng/m3	Sofienbergparken	Urban park	NA	Winter	Weekend	Sofienbergparken helg vinter	TAC	< 0.001	Air	4	4	0	NA	NA
NR-2022-06946	Air (ng/m^3)	ng/m3	Dental clinic 1	Commercial building	Dental clinic	NA	NA	Tannklinikk1	TAC	< 5	Air	8	8	0	NA	NA
NR-2022-06947	Air (ng/m^3)	ng/m3	Dental clinic 2	Commercial building	Dental clinic	NA	NA	Tannklinikk2	TAC	< 5	Air	8	8	0	NA	NA
NR-2022-06948	Air (ng/m^3)	ng/m3	Dental clinic 3	Commercial building	Dental clinic	NA	NA	Tannklinikk3	TAC	< 5	Air	8	8	0	NA	NA
NR-2022-06954	Air (ng/m^3)	ng/m3	Residental 1	Private home	Private home	NA	NA	Residental 1	TAC	< 5	Air	6	6	0	NA	NA
NR-2022-06955	Air (ng/m^3)	ng/m3	Residental 3	Private home	Private home	NA	NA	Residental 3	TAC	< 5	Air	6	6	0	NA	NA
NR-2022-06956	Air (ng/m^3)	ng/m3	Residental 4	Private home	Private home	NA	NA	Residental 4	TAC	< 5	Air	6	6	0	NA	NA
NR-2022-06957	Air (ng/m^3)	ng/m3	Residental 5	Private home	Private home	NA	NA	Residental 5	TAC	< 5	Air	6	6	0	NA	NA
NR-2022-06958	Air (ng/m^3)	ng/m3	Residental 6	Private home	Private home	NA	NA	Residental 6	TAC	< 5	Air	6	6	0	NA	NA
NR-2022-06959	Air (ng/m^3)	ng/m3	Residental 7	Private home	Private home	NA	NA	Residental 7	TAC	< 5	Air	6	6	0	NA	NA
NR-2022-06951	Air (ng/m^3)	ng/m3	3D-printing 1	Commercial building	Printing 3D	NA	NA	3D printlab 1	TAC	< 5	Air	8	8	0	NA	NA
NR-2022-06952	Air (ng/m^3)	ng/m3	3D-printing 2	Commercial building	Printing 3D	NA	NA	3D printlab 2	TAC	< 5	Air	8	8	0	NA	NA
NR-2022-06963	Air (ng/m^3)	ng/m3	Furniture store 1	Commercial building	Furniture store	NA	NA	M?belvarehus 1	TAC	< 5	Air	8	8	0	NA	NA
NR-2022-06964	Air (ng/m^3)	ng/m3	Furniture store 2	Commercial building	Furniture store	NA	NA	M?belvarehus 2	TAC	< 5	Air	8	8	0	NA	NA
NR-2022-06965	Air (ng/m^3)	ng/m3	Furniture store 3	Commercial building	Furniture store	NA	NA	M?belvarehus 3	TAC	< 5	Air	8	8	0	NA	NA
NR-2022-07083	Biota (ng/g, w.w.)	ng/g ww	Oslofjord	Recipient	Marine	NA	Seal blubber	seal	TAC	< 5	Biota	8	8	0	NA	NA
NR-2022-07084	Biota (ng/g, w.w.)	ng/g ww	Oslofjord	Recipient	Marine	NA	Seal blubber	seal	TAC	< 5	Biota	8	8	0	NA	NA
NR-2022-07085	Biota (ng/g, w.w.)	ng/g ww	Oslofjord	Recipient	Marine	NA	Seal blubber	seal	TAC	< 5	Biota	8	8	0	NA	NA
NR-2022-07080	Biota (ng/g, w.w.)	ng/g ww	Oslofjord	Recipient	Marine	NA	Seagull egg	seagull egg	TAC	< 2.5	Biota	8	8	0	NA	NA
NR-2022-07081	Biota (ng/g, w.w.)	ng/g ww	Oslofjord	Recipient	Marine	NA	Seagull egg	seagull egg	TAC	< 2.5	Biota	8	8	0	NA	NA
NR-2022-07082	Biota (ng/g, w.w.)	ng/g ww	Oslofjord	Recipient	Marine	NA	Seagull egg	seagull egg	TAC	< 2.5	Biota	8	8	0	NA	NA
NR-2022-07086	Biota (ng/g, w.w.)	ng/g ww	Oslofjord	Recipient	Marine	NA	Cod liver	Cod liver	TAC	< 2.5	Biota	8	8	0	NA	NA
NR-2022-07087	Biota (ng/g, w.w.)	ng/g ww	Oslofjord	Recipient	Marine	NA	Cod liver	Cod liver	TAC	< 2.5	Biota	8	8	0	NA	NA
NR-2022-06807	Sludge (ng/g, d.w.)	ng/g	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	OH-BPA	<0.1	Solids	3	4	25	NA	NA
NR-2022-06814	Sludge (ng/g, d.w.)	ng/g	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	OH-BPA	<0.1	Solids	3	4	25	NA	NA
NR-2022-06824	Sludge (ng/g, d.w.)	ng/g	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	OH-BPA	<0.1	Solids	3	4	25	NA	NA
NR-2022-06825	Sludge (ng/g, d.w.)	ng/g	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	OH-BPA	0.2	Solids	3	4	25	NA	NA
NR-2022-06876	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	OH-BPA	<0.3	Water	6	12	50	0.15	2.329166667
NR-2022-06877	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	OH-BPA	<0.2	Water	6	12	50	0.1	2.329166667
NR-2022-06878	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	High	Summer	OH-BPA	<0.2	Water	6	12	50	0.1	2.329166667
NR-2022-06899	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	OH-BPA	<1.0	Water	6	12	50	0.5	2.329166667
NR-2022-06900	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	OH-BPA	<0.4	Water	6	12	50	0.2	2.329166667
NR-2022-06901	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	High	Autumn	OH-BPA	<0.2	Water	6	12	50	0.1	2.329166667
NR-2022-06879	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	OH-BPA	5.2	Water	6	12	50	5.2	2.329166667
NR-2022-06880	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	OH-BPA	5.8	Water	6	12	50	5.8	2.329166667
NR-2022-06881	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Summer	Low	Summer	OH-BPA	0.4	Water	6	12	50	0.4	2.329166667
NR-2022-06902	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	OH-BPA	0.5	Water	6	12	50	0.5	2.329166667
NR-2022-06903	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	OH-BPA	0.2	Water	6	12	50	0.2	2.329166667
NR-2022-06904	Water, total (ng/L)	ng/L	Bekkelaget	Wastewater treatment plant	NA	Autumn	Low	Autumn	OH-BPA	14.7	Water	6	12	50	14.7	2.329166667
NR-2022-06905	Water, total (ng/L)	ng/L	Brubak	Urban river	NA	NA	Dry	Dry	OH-BPA	<0.7	Water	6	7	14.28571429	NA	NA
NR-2022-06906	Water, total (ng/L)	ng/L	Breivoll	Urban river	NA	NA	Dry	Dry	OH-BPA	<0.6	Water	6	7	14.28571429	NA	NA
NR-2022-06907	Water, total (ng/L)	ng/L	Kv?rner	Urban river	NA	NA	Dry	Dry	OH-BPA	<0.4	Water	6	7	14.28571429	NA	NA
NR-2022-06908	Water, total (ng/L)	ng/L	Apall?kka	Urban river	NA	NA	Dry	Dry	OH-BPA	<0.8	Water	6	7	14.28571429	NA	NA
NR-2023-02388	Water, total (ng/L)	ng/L	Brubak	Urban river	NA	NA	NA	extra sample VOC	OH-BPA	<0.4	Water	6	7	14.28571429	NA	NA
NR-2023-02389	Water, total (ng/L)	ng/L	Breivoll	Urban river	NA	NA	NA	extra sample VOC	OH-BPA	<0.2	Water	6	7	14.28571429	NA	NA
NR-2023-02390	Water, total (ng/L)	ng/L	Apall?kka	Urban river	Vesletjern	NA	NA	extra sample VOC	OH-BPA	0.3	Water	6	7	14.28571429	NA	NA
NR-2022-06870	Water, filtered (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	OH-BPA	204.2	Water	0	3	100	204.2	193.4666667
NR-2022-06871	Water, filtered (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	OH-BPA	347.7	Water	0	3	100	347.7	193.4666667
NR-2022-06882	Water, filtered (ng/L)	ng/L	Bamble_Skjerk?ya	Tyre collection site	Runoff	NA	NA	Dirty runoff from the area	OH-BPA	28.5	Water	0	3	100	28.5	193.4666667
NR-2022-06798	Sludge (ng/g, d.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	OH-BPA	<0.1	Solids	3	3	0	NA	NA
NR-2022-06799	Sludge (ng/g, d.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	OH-BPA	<0.0	Solids	3	3	0	NA	NA
NR-2022-06800	Sludge (ng/g, d.w.)	ng/g	Bamble_Skjerk?ya	Tyre collection site	Manhole	NA	NA	kum	OH-BPA	<0.1	Solids	3	3	0	NA	NA
NR-2022-06884	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	Start	Pumpesump under vask - START	OH-BPA	<0.4	Water	9	13	30.76923077	0.2	0.284615385
NR-2022-06885	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 1	OH-BPA	<0.4	Water	9	13	30.76923077	0.2	0.284615385
NR-2022-06886	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	During	Pumpesump under vask - UNDERVEIS 2	OH-BPA	<0.2	Water	9	13	30.76923077	0.1	0.284615385
NR-2022-06887	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 1	OH-BPA	<0.2	Water	9	13	30.76923077	0.1	0.284615385
NR-2022-06888	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Pump basin	NA	End	Pumpesump under vask - SLUTT 2	OH-BPA	0.2	Water	9	13	30.76923077	0.2	0.284615385
NR-2022-06912	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	Day 14	Basseng under rensing dag 14-1	OH-BPA	<0.9	Water	2	2	0	NA	NA
NR-2022-06913	Water, particles (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	Day 14	Basseng under rensing dag 14-2	OH-BPA	<0.2	Water	2	2	0	NA	NA
NR-2022-06914	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des1	OH-BPA	<0.1	Water	9	13	30.76923077	0.05	0.284615385
NR-2022-06915	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	Start	Utslipp renset vann - START des2	OH-BPA	<0.3	Water	9	13	30.76923077	0.15	0.284615385
NR-2022-06916	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 1	OH-BPA	<0.2	Water	9	13	30.76923077	0.1	0.284615385
NR-2022-06917	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	During	Utslipp renset vann - UNDERVEIS 2	OH-BPA	<1.0	Water	9	13	30.76923077	0.5	0.284615385
NR-2022-06918	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 1	OH-BPA	1.5	Water	9	13	30.76923077	1.5	0.284615385
NR-2022-06919	Water, filtered (ng/L)	ng/L	V?lerengatunnelen	Tunnel environment	Treated discharge	NA	End	Utslipp renset vann - SLUTT 2	OH-BPA	0.2	Water	9	13	30.76923077	0.2	0.284615385
NR-2022-06808	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Inlet	Sandfang innl?p	OH-BPA	<0.4	Solids	4	5	20	NA	NA
NR-2022-06810	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sandtrap	NA	Outlet	Sandfang utl?p	OH-BPA	0.4	Solids	4	5	20	NA	NA
NR-2022-06826	Sludge (ng/g, d.w.)	ng/g	V?lerengatunnelen	Tunnel environment	Sedimentation pool	NA	NA	Rensebasseng	OH-BPA	<0.1	Solids	4	5	20	NA	NA
NR-2022-06812	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sweeping and vacuuming truck	NA	NA	Smestad feiebil	OH-BPA	<0.8	Solids	4	5	20	NA	NA
NR-2022-06813	Sludge (ng/g, d.w.)	ng/g	Smestadtunnelen	Tunnel environment	Sweeping and vacuuming truck	NA	NA	Smestad feiebil	OH-BPA	<0.8	Solids	4	5	20	NA	NA
NR-2022-06797	Sediment (ng/g, d.w.)	ng/g	Smestaddammen	Tunnel environment	Recipient pond_upper	NA	NA	?vre	OH-BPA	<0.2	Solids	2	2	0	NA	NA
NR-2022-06796	Sediment (ng/g, d.w.)	ng/g	Smestaddammen	Tunnel environment	Recipient pond_lower	NA	NA	nedre	OH-BPA	<0.1	Solids	2	2	0	NA	NA
NR-2022-06866	Water, filtered (ng/L)	ng/L	Smestaddammen	Tunnel environment	Recipient pond_upper	NA	NA	?vre	OH-BPA	<0.2	Water	9	13	30.76923077	0.1	0.284615385
NR-2022-06867	Water, filtered (ng/L)	ng/L	Smestaddammen	Tunnel environment	Recipient pond_lower	NA	NA	nedre	OH-BPA	0.3	Water	9	13	30.76923077	0.3	0.284615385
NR-2022-07076	Biota (ng/g, w.w.)	ng/g ww	Padderudvannet	Recipient	Freshwater	NA	Perch liver and filet	abbor - lever	OH-BPA	<0.2	Biota	2	3	33.33333333	0.1	0.75
NR-2022-07077	Biota (ng/g, w.w.)	ng/g ww	Padderudvannet	Recipient	Freshwater	NA	Duck mussel	andemusling	OH-BPA	1.6	Biota	2	3	33.33333333	1.6	0.75
NR-2022-07078	Biota (ng/g, w.w.)	ng/g ww	Padderudvannet	Recipient	Freshwater	NA	Duck mussel	andemusling	OH-BPA	<1.1	Biota	2	3	33.33333333	0.55	0.75
